word,reading,pos,meaning,collocation,count,source,is_n2_core,examples,meaning_detail,quadrant
秤,はかり,名,秤，天平,秤で量る / 秤が壊れる / 秤を使う,0,词表,是,この秤は、重さを正確に測ることができます。 / 店で買った果物の重さを秤で測りました。,①秤子（例：秤で測る｜用秤子称。）②天平（例：秤を使う｜使用天平。）,社区推荐
吐き気,はきけ,名,恶心,吐き気がする（想吐）,0,词表,是,吐き気がするので、今日は学校を休みます。 / 食べ過ぎて吐き気がしてきました。,①恶心（気持ち悪い｜感觉恶心。）,社区推荐
爆発,ばくはつ,名·自サ,爆发,火山が爆発した（火山爆发了）,0,词表,是,昨日の爆発は、工場の事故によるものでした。 / 火山の爆発が近づいているというニュースを見ました。,①爆炸（大きな音がする｜有大声的爆炸。）②突然的变化（状況が変わる｜情况突然变化。）,社区推荐
破産,はさん,名·自サ,破产,破産する / 破産の危機 / 破産を申請する,0,词表,是,彼は事業に失敗して破産してしまいました。 / 破産した会社の社員たちは新しい仕事を探しています。,①破产（お金がない｜没钱了。）②经济崩溃（事業が失敗｜事业失败了。）,社区推荐
梯子,はしご,名,梯子,梯子をかける / 梯子を使う / 梯子を下りる,0,词表,是,高いところに届くために、梯子を使いました。 / 梯子を使って屋根の修理をしました。,①梯子（上るための道具｜用来爬的梯子。）,社区推荐
初め,はじめ,名,初次,初めに考える / 初めが大事 / 初めての経験,0,词表,是,初めての旅行はとても楽しかったです。 / 彼女は初めてのデートに緊張していました。,①开始（物事の始まり｜事情的开始。）②最初（最初の時｜最初的时候。）,社区推荐
旗,はた,名,旗帜,旗を上げる（升旗）,0,词表,是,祭りでは大きな旗が掲げられていました。 / 旗を持って応援するのが好きです。,①旗帜（国の象徴｜国家的象征。）②标志（目印として使う｜作为标志使用。）,社区推荐
発掘,はっくつ,名·他サ,发掘,人材を発掘する（发掘人才）,0,词表,是,考古学者たちは古代の遺跡を発掘しています。 / 発掘された遺物は博物館に展示されます。,①发掘（埋まっているものを見つける｜发现埋藏的东西。）②发现（新しいものを見つける｜找到新的东西。）,社区推荐
発射,はっしゃ,名·他サ,发射,発射する / 発射の準備 / 発射が成功する,0,词表,是,ロケットの発射は成功しました。 / 発射の瞬間、観客たちは拍手を送りました。,①发射（物を飛ばす｜发射物体。）②启动（何かを始める｜启动某事。）,社区推荐
花嫁,はなよめ,名,新娘,花嫁が美しい / 花嫁を迎える / 花嫁の衣装,0,词表,是,友達の結婚式で花嫁を見ました。 / 花嫁のドレスはとても美しかったです。,①新娘（結婚する女性｜结婚的女性。）,社区推荐
ばね,ばね,名,发条，弹簧,ばねが伸びる / ばねを使う / ばねが壊れる,0,词表,是,このばねはとても強いです。 / おもちゃのばねが壊れてしまいました。,①弹簧（圧縮して戻る｜压缩后能回弹。）②弹性材料（弾力のあるもの｜有弹性的材料。）,社区推荐
判子,はんこ,名,印章,判子を押す / 判子を作る / 判子が必要,0,词表,是,書類に判子を押すのを忘れないでください。 / 判子を持っていないと、契約ができません。,①印章（契約書に押す｜在合同上盖章。）②印记（書類に押す｜在文件上盖印。）,社区推荐
犯罪,はんざい,名,犯罪,犯罪が増える / 犯罪を防ぐ / 犯罪の捜査,0,词表,是,その事件は大きな犯罪として報道されました。 / 犯罪を防ぐために、警察がパトロールを強化しています。,①违法行为（法律に違反する｜违法行为。）②罪行（社会に害を及ぼす｜对社会有害的罪行。）,社区推荐
万歳,ばんざい,名·自サ,万岁，万幸,万歳を叫ぶ / 万歳をする / 万歳の声,0,词表,是,みんなで万歳を叫びました。 / 彼の成功を祝って万歳をしました。,①万岁（祝福の言葉｜祝福的话。）②长寿（長生きの願い｜长寿的愿望。）,社区推荐
判事,はんじ,名,法官,判事が決定する / 判事の判断 / 判事に訴える,0,词表,是,判事は公正な判断を下す必要があります。 / 判事の仕事はとても重要です。,①法官（裁判を行う人｜进行审判的人。）,社区推荐
半袖,はんそで,名,短袖,半袖を着る / 半袖のシャツ / 半袖が流行る,0,词表,是,夏になると半袖のシャツを着ることが多いです。 / 半袖の服は涼しくて快適です。,①短袖衣服（夏に着る服｜夏天穿的短袖。）,社区推荐
引き分け,ひきわけ,名,平局,引き分けになる（打成平局）,0,词表,是,サッカーの試合は引き分けに終わりました。 / 引き分けの結果に選手たちはがっかりしていました。,①平局（試合が同点になる｜比赛平局。）②平分（勝敗が決まらない｜胜负未分。）,社区推荐
悲劇,ひげき,名,悲剧,悲劇が起こる / 悲劇を演じる / 悲劇の結末,0,词表,是,その映画は悲劇的な結末でした。 / 悲劇を描いた作品は心に残ります。,①悲惨故事（悲しい出来事｜悲伤的事件。）②悲剧作品（演劇や映画の一種｜一种悲剧作品。）,社区推荐
必需品,ひつじゅひん,名,必需品,必需品を揃える / 必需品が必要 / 必需品のリスト,0,词表,是,食料品は生活の必需品です。 / 必需品を買うためにスーパーに行きました。,①必需品（生活に必要な物｜生活必需品。）②生活必需品（欠かせない物｜不可或缺的物品。）,社区推荐
人込み,ひとごみ,名,人群,人込みを避ける / 人込みに入る / 人込みが多い,0,词表,是,人込みの中で友達を見つけるのは大変です。 / 休日の人込みはいつも賑やかです。,①人群（多くの人が集まる｜人群聚集。）②人潮（人が多い場所｜人多的地方。）,社区推荐
人通り,ひとどおり,名,人来人往,人通りが少ない / 人通りを観察する / 人通りが多い,0,词表,是,この通りは人通りが多いです。 / 人通りが少ない時間帯に散歩します。,①行人往来（人が通る道｜人来人往的路。）②人流（人の流れ｜人流。）,社区推荐
一眠り,ひとねむり,名·自サ,打盹儿,一眠りする / 一眠りの後 / 一眠りが心地よい,0,词表,是,昼休みに一眠りするのが好きです。 / 仕事の合間に一眠りしました。,①小睡（少し寝ること｜小睡一下。）,社区推荐
瞳,ひとみ,名,瞳孔,瞳が輝く / 瞳を見つめる / 瞳の色,0,词表,是,彼女の瞳はとても美しいです。 / 瞳の色が変わることがあります。,①眼睛（目の黒い部分｜眼睛的黑色部分。）,社区推荐
独り言,ひとりごと,名,自言自语,独り言を言う / 独り言が多い / 独り言を聞く,0,词表,是,彼は独り言を言いながら歩いていました。 / 独り言を言うことで気持ちが楽になります。,①自言自语（自分に話しかけること｜自言自语）,社区推荐
皮肉,ひにく,名·ナ形,挖苦,皮肉な言葉（讥讽话）；皮肉を言う（讽刺）,0,词表,是,彼の皮肉な言い方が気に入りません。 / 皮肉を言うのはやめてほしいです。,①讽刺（皮肉な言い方｜讽刺的说法）②挖苦（相手を非難すること｜指责对方）,社区推荐
標識,ひょうしき,名,标识,標識を立てる / 標識が見える / 標識を確認する,0,词表,是,道路の標識をよく見て運転してください。 / 標識があるおかげで迷わずに済みました。,①标志（道を示す標識｜指路的标志）,社区推荐
標本,ひょうほん,名,标本,標本を作る / 標本を集める / 標本にする,0,词表,是,博物館で標本を見学しました。 / 標本を使って授業を受けることがあります。,①标本（生物の標本｜生物标本）②样本（調査のためのサンプル｜调查样本）,社区推荐
笛,ふえ,名,笛子,笛を吹く / 笛が鳴る / 笛を持つ,0,词表,是,笛を吹くのが得意です。 / 笛の音がとても心地よいです。,①笛子（音を出す楽器｜发声的乐器）,社区推荐
部活,ぶかつ,名,社团活动,部活に参加する / 部活をする / 部活がある,0,词表,是,部活の活動が楽しくて毎日通っています。 / 部活で友達がたくさんできました。,①社团活动（部活動の時間｜社团活动时间）,社区推荐
符号,ふごう,名,符号,符号を使う / 符号が必要だ / 符号を理解する,0,词表,是,数学の問題に符号を使います。 / 符号を間違えると答えが変わります。,①符号（記号やマーク｜符号和标记）,社区推荐
無沙汰,むさた,名·自サ,久违,ご無沙汰しています。（久违了。）,0,词表,是,久しぶりに友達と会って無沙汰を感じました。 / 無沙汰していたので、連絡を取りました。,①久未联系（連絡がないこと｜没有联系）,社区推荐
武士,ぶし,名,武士,武士が戦う / 武士の精神 / 武士に学ぶ,0,词表,是,武士の時代について学ぶのが好きです。 / 武士の精神は今でも尊敬されています。,①日本的战士（例：武士は誇り高い。｜武士很骄傲。）②忠诚的侍者（例：彼は武士のようだ。｜他像个武士。）,社区推荐
不祥事,ふしょうじ,名,不祥之事,不祥事が起こる / 不祥事を報告する / 不祥事が発覚する,0,词表,是,会社で不祥事が起きて、社長が辞任しました。 / 不祥事を防ぐために、ルールを見直す必要があります。,①不幸的事件（例：不祥事が報道された。｜发生了不幸事件。）②丑闻（例：会社の不祥事が起きた。｜公司发生了丑闻。）,社区推荐
不正,ふせい,名·ナ形,不正当,不正な商品（黑货）,0,词表,是,不正な手段で成功することは許されません。 / 不正を働くと大きな代償を払うことになります。,①不正当的行为（例：不正が許されない。｜不允许不正当行为。）②不公正（例：不正な取引があった。｜有不公正交易。）,社区推荐
付属,ふぞく,名·自サ,附属,付属品がある / 付属する学校 / 付属の施設,0,词表,是,この学校には付属の図書館があります。 / 付属の施設を利用することができます。,①附属的（例：付属の資料を確認する。｜确认附属资料。）②附加（例：付属品が必要です。｜需要附加品。）,社区推荐
吹雪,ふぶき,名,暴风雪,吹雪がひどい / 吹雪で閉ざされる / 吹雪に遭う,0,词表,是,吹雪の中での運転は危険です。 / 吹雪が続いているので、外出を控えました。,①大雪（例：吹雪がひどくなった。｜大雪变得严重。）②暴风雪（例：吹雪で外に出られない。｜暴风雪无法出门。）,社区推荐
父母,ふぼ,名,父母,父母がいる / 父母に感謝する / 父母と話す,0,词表,是,父母は私の夢を応援してくれます。 / 父母と一緒に過ごす時間が大切です。,①父亲和母亲（例：父母に感謝します。｜感谢父母。）②家长（例：父母の意見を聞く。｜听取家长意见。）,社区推荐
麓,ふもと,名,山脚,麓に住む / 麓で遊ぶ / 麓から見る,0,词表,是,山の麓には美しい村があります。 / 麓の景色はとても素晴らしいです。,①山脚（例：山の麓に住んでいる。｜住在山脚下。）②山下（例：麓の村は静かだ。｜山下的村庄很安静。）,社区推荐
不利益,ふりえき,名·ナ形,不利,不利益な処置（不利的处置）,0,词表,是,不利益を被らないように注意が必要です。 / その決定は不利益をもたらすかもしれません。,①不利的情况（例：不利益を被ることがある。｜可能会遭受损失。）②损失（例：不利益を考慮する。｜考虑损失。）,社区推荐
故郷·古里,こきょう·ふるさと,名,故乡,故郷に帰る / 故郷を思う / 故郷が懐かしい,0,词表,是,故郷に帰ると、懐かしい気持ちになります。 / 故郷の風景は心に残っています。,①出生地（例：故郷に帰りたい。｜想回故乡。）②家乡（例：古里の風景が懐かしい。｜怀念家乡的风景。）,社区推荐
噴火,ふんか,名·自サ,喷火,噴火が起こる / 噴火を観察する / 噴火の影響,0,词表,是,噴火が起こると、周りの人々はすぐに避難しなければなりません。 / 火山の噴火は、自然の力を感じさせます。,①火山喷发（例：噴火が起こった。｜发生了火山喷发。）②喷出（例：噴火の影響が大きい。｜喷发影响很大。）,社区推荐
紛失,ふんしつ,名·自他サ,遗失,紛失する可能性 / 紛失を報告する / 紛失した物,0,词表,是,彼は大切な書類を紛失してしまい、困っています。 / 紛失した鍵を探すのに時間がかかりました。,①丢失（鍵を紛失した｜丢失了钥匙。）②失踪（書類が紛失した｜文件失踪了。）,社区推荐
塀,へい,名,围墙,塀を越える / 塀がある / 塀を作る,0,词表,是,塀の向こう側に美しい庭が見えました。 / その塀はとても高くて、外から中が見えません。,①围墙（庭に塀がある｜院子里有围墙。）②墙壁（塀を越える｜越过墙壁。）,社区推荐
閉会,へいかい,名·自他サ,散会；闭幕,閉会する時間 / 閉会の挨拶 / 閉会を告げる,0,词表,是,会議が終わった後、閉会の挨拶がありました。 / 昨日のイベントは無事に閉会しました。,①结束会议（会議が閉会した｜会议结束了。）②闭幕（式典が閉会した｜仪式闭幕了。）,社区推荐
兵隊,へいたい,名,士兵；军队,兵隊になる（参军）,0,词表,是,兵隊たちは訓練を受けて、任務に備えています。 / 彼の父は若い頃、兵隊として戦争に行きました。,①士兵（兵隊が訓練中｜士兵在训练中。）②军队（兵隊が出動する｜军队出动了。）,社区推荐
返品（する）,へんぴん（する）,名·自他サ,退货,売れない商品を返品する（退回不销之货）,0,词表,是,この商品は返品できますか？ / 返品する場合は、レシートが必要です。,①退货（商品を返品する｜退货商品。）②退回（返品を受け付ける｜接受退回。）,社区推荐
望遠鏡,ぼうえんきょう,名,望远镜,望遠鏡で見る / 望遠鏡を使う / 望遠鏡がある,0,词表,是,星空を観察するために、望遠鏡を持って行きました。 / 彼は望遠鏡で月のクレーターを見ました。,①望远镜（星を見るための望遠鏡｜看星星的望远镜。）②远望镜（望遠鏡を使う｜使用望远镜。）,社区推荐
方角,ほうがく,名,方位,方角を示す / 方角が分かる / 方角を知る,0,词表,是,彼は北の方角に向かって歩き始めました。 / 地図を見て、目的地の方角を確認しました。,①方向（北の方角を指す｜指向北方。）②方位（方角を確認する｜确认方向。）,社区推荐
ほうき,ほうき,名,笤帚,ほうきで掃く / ほうきが必要だ / ほうきを使う,0,词表,是,ほうきで床を掃除するのが好きです。 / 彼女は毎朝、ほうきで庭を掃きます。,①扫帚（ほうきで掃く｜用扫帚扫地。）②清扫工具（ほうきが必要｜需要扫帚。）,社区推荐
方言,ほうげん,名,方言,方言を話す / 方言がある / 方言を学ぶ,0,词表,是,彼の方言はとても独特で、聞くのが楽しいです。 / 地元の方言を学ぶのは面白い経験です。,①地方语言（彼は方言を話す｜他说方言。）②口音（方言が強い｜口音很重。）,社区推荐
冒険,ぼうけん,名·自サ,冒险,冒険に出る / 冒険をする / 冒険が好きだ,0,词表,是,彼は新しい冒険に挑戦することに決めました。 / 冒険が好きな彼は、世界中を旅しています。,①冒险（冒険に出る｜去冒险。）②探险（冒険が好き｜喜欢探险。）,社区推荐
暴言,ぼうげん,名,粗暴的话,暴言を吐く（出口骂人）,0,词表,是,彼の暴言に驚いて、誰も何も言えませんでした。 / 暴言を吐くのは、良くないことだと思います。,①粗暴的言辞（例：彼は暴言を吐いた。｜他说了粗暴的话。）②无礼的言语（例：そんな暴言は許されない。｜这样的无礼不被允许。）,社区推荐
包装,ほうそう,名·他サ,包装,包装を開ける / 包装が必要だ / 包装をする,0,词表,是,商品の包装がとても美しいですね。 / 彼はプレゼントのために包装を選びました。,①包装材料（例：商品は包装されている。｜商品被包装了。）②包裹（例：包装を開けてください。｜请打开包裹。）,社区推荐
包帯,ほうたい,名,绷带,包帯を巻く / 包帯が必要だ / 包帯を交換する,0,词表,是,包帯を巻くのが上手な看護師がいます。 / 彼は怪我をしたので、包帯を使いました。,①用于包扎的绷带（例：包帯を巻いてください。｜请包扎伤口。）,社区推荐
訪問（する）,ほうもん（する）,名·他サ,访问,中国を訪問する（访华）,0,词表,是,友達の家を訪問するのが楽しみです。 / 彼女はビジネスのためにお客様を訪問しました。,①拜访（例：友達を訪問する。｜拜访朋友。）②访问（例：先生を訪問した。｜访问老师。）,社区推荐
暴力,ぼうりょく,名,暴力,暴力を振るう / 暴力が問題だ / 暴力を防ぐ,0,词表,是,暴力は決して解決策ではありません。 / 彼は暴力を振るうことなく問題を解決しました。,①使用武力（例：暴力は許されない。｜暴力是不被允许的。）②强制行为（例：暴力行為は犯罪だ。｜暴力行为是犯罪。）,社区推荐
頬,ほお,名,脸蛋儿,頬が赤い / 頬を叩く / 頬に触れる,0,词表,是,彼女の頬は赤くなって、恥ずかしそうでした。 / 頬に日焼け止めを塗るのを忘れました。,①脸颊（例：頬が赤い。｜脸颊红了。）②面颊（例：頬を叩く。｜打了脸颊。）,社区推荐
牧場,ぼくじょう,名,牧场,牧場で働く / 牧場に行く / 牧場が広い,0,词表,是,牧場で牛を見たり、乳搾りを体験したりしました。 / 彼は牧場で働くことに興味があります。,①养殖场（例：牧場で牛を飼っている。｜在养殖场养牛。）②农场（例：広い牧場がある。｜有一个大农场。）,社区推荐
牧畜,ぼくちく,名,畜牧,牧畜を行う / 牧畜が盛んだ / 牧畜の技術,0,词表,是,牧畜業は、地域の経済にとって重要です。 / 彼の家族は代々牧畜を営んでいます。,①养殖业（例：牧畜が盛んだ。｜养殖业很繁荣。）②畜牧（例：牧畜を学ぶ。｜学习畜牧业。）,社区推荐
北米,ほくべい,名,北美,北米に住む / 北米を訪れる / 北米の文化,0,词表,是,北米には多くの国があり、文化も多様です。 / 北米の旅行を計画しています。,①北美洲（例：北米に住んでいる。｜住在北美。）②美国和加拿大（例：北米市場が大きい。｜北美市场很大。）,社区推荐
保健,ほけん,名,保健,保健に気を付ける / 保健が大切だ / 保健を受ける,0,词表,是,保健の授業で健康について学びました。 / 学校では保健に関するイベントが行われます。,①健康维护（例：保健に気を付ける。｜注意健康。）②保健措施（例：保健が重要だ。｜保健很重要。）,社区推荐
北極,ほっきょく,名,北极,北極に行く / 北極の氷 / 北極の動物,0,词表,是,北極の氷が溶ける問題が深刻です。 / 北極に住む動物たちの生活が危機に瀕しています。,①北极地区（例：北極は寒い。｜北极很冷。）②北极圈（例：北極圏に住む。｜住在北极圈。）,社区推荐
炎,ほのお,名,火焰，火苗,炎が燃える / 炎を消す / 炎が上がる,0,词表,是,炎が燃え上がる音が聞こえました。 / キャンプファイヤーの炎を見つめていました。,①火焰（例：炎が燃えている。｜火焰在燃烧。）②热情（例：炎のような情熱。｜热情如火。）,社区推荐
ぼろ,ぼろ,名,褴褛,ぼろが出る / ぼろを捨てる / ぼろを着る,0,词表,是,彼はぼろを着ているが、心は優しいです。 / ぼろを捨てる前に、もう一度確認してください。,①破布（例：ぼろを着ている。｜穿着破布。）②破旧（例：ぼろの家。｜破旧的房子。）,社区推荐
本論,ほんろん,名,正文,本論に入る / 本論を述べる / 本論が重要だ,0,词表,是,本論に入る前に、まずは前置きをします。 / 彼のレポートは本論がしっかりしていました。,①主要论点（例：本論に入ります。｜进入主要论点。）②核心内容（例：本論を説明する。｜解释核心内容。）,社区推荐
摩擦,まさつ,名,摩擦,摩擦が生じる / 摩擦を減らす / 摩擦を感じる,0,词表,是,机の上で摩擦が起こると、音がします。 / 摩擦を減らすために、潤滑剤を使いました。,①摩擦力（例：摩擦が大きい。｜摩擦力很大。）②冲突（例：摩擦が生じる。｜发生了冲突。）,社区推荐
待合室,まちあいしつ,名,等候室,待合室で待つ / 待合室が混雑する / 待合室にいる,0,词表,是,待合室で友達を待っている間、雑誌を読みました。 / 医者の待合室はいつも混んでいます。,①候诊室（例：待合室で待つ。｜在候诊室等。）②等候区（例：待合室は静か。｜等候区很安静。）,社区推荐
万引き（する）,まんびき（する）,名·他サ,扒窃,高級品が万引きされる（贵重物品遭扒窃）,0,词表,是,彼は万引きの現場を目撃しました。 / 万引きは犯罪であり、厳しく罰せられます。,①偷窃（例：万引きをした。｜我偷了东西。）②商店盗窃（例：万引きが増えている。｜商店盗窃在增加。）,社区推荐
見かけ,みかけ,名,外表,見かけが良い / 見かけを気にする / 見かけが変わる,0,词表,是,彼の見かけはとても印象的でした。 / 見かけに騙されないようにしましょう。,①外表（例：見かけが大事。｜外表很重要。）②表面（例：見かけは良い。｜外表很好。）,社区推荐
見方,みるかた,名,看法,二人の見方が違う（两人见解不同）,0,词表,是,彼女の見方はいつも新鮮で面白いです。 / それぞれの見方を尊重することが大切です。,①观点（例：見方が変わる。｜观点改变了。）②看法（例：見方を教えて。｜请告诉我你的看法。）,社区推荐
三日月,みかつき,名,新月,三日月が見える / 三日月の夜 / 三日月を眺める,0,词表,是,三日月が夜空に美しく輝いていました。 / 三日月の夜は、特別な雰囲気があります。,①新月（例：三日月が見える。｜可以看到新月。）②月相（例：三日月の形。｜这是新月的形状。）,社区推荐
味噌汁,みそしる,名,酱汤,味噌汁を作る / 味噌汁が好きだ / 味噌汁を飲む,0,词表,是,朝食に味噌汁を作るのが日課です。 / 彼は味噌汁が大好きで、毎日飲んでいます。,①味噌汤（例：味噌汁を飲みます。｜我喝味噌汤。）,社区推荐
民謡,みんよう,名,民谣,民謡を歌う / 民謡が伝わる / 民謡を学ぶ,0,词表,是,民謡を歌うことで、地域の文化を守っています。 / 彼女は民謡のコンサートに参加しました。,①民间歌曲（例：民謡を歌います。｜我唱民间歌曲。）,社区推荐
無責任,むせきにん,名·ナ形,没责任心,無責任な男（不负责任的男人）,0,词表,是,彼は無責任な行動を反省するべきです。 / 無責任な態度は、周りに迷惑をかけます。,①不负责任（例：無責任な態度です。｜这是不负责任的态度。）,社区推荐
迷信,めいしん,名,迷信,迷信を信じる / 迷信がある / 迷信を避ける,0,词表,是,迷信を信じる人もいれば、信じない人もいます。 / 彼は迷信に影響されないようにしています。,①迷信信仰（例：迷信を信じています。｜我相信迷信。）,社区推荐
迷路,めいろ,名,迷途,迷路に入る / 迷路を抜ける / 迷路で迷う,0,词表,是,迷路の中で道に迷ってしまいました。 / その迷路はとても複雑で、出られませんでした。,①迷宫（例：迷路に入りました。｜我迷路了。）,社区推荐
目安,めやす,名,目标,目安を立てる（定目标）,0,词表,是,目安を立てて、計画的に行動することが大切です。 / 彼は目安をもとに目標を設定しました。,①参考标准（例：目安を決めます。｜我会设定一个参考标准。）,社区推荐
免疫,めんえき,名,免疫,免疫がつく / 免疫を高める / 免疫が必要だ,0,词表,是,免疫を高めるために、健康的な食事を心がけています。 / 免疫についての知識を深めたいです。,①免疫力（例：免疫が強いです。｜我的免疫力很强。）,社区推荐
面積,めんせき,名,面积,面積を測る / 面積が広い / 面積を計算する,0,词表,是,この部屋の面積は、思ったより広いです。 / 面積を計算するのは簡単です。,①面积大小（例：面積を測ります。｜我会测量面积。）,社区推荐
目次,もくじ,名,目录,目次を作る（编目录）,0,词表,是,本の目次を見て、興味のある章を選びました。 / 目次を確認してから、読み始めます。,①目录内容（例：目次を見てください。｜请看目录。）,社区推荐
木製,もくせい,名,木制,木製の家具 / 木製の玩具 / 木製の道具,0,词表,是,この家具は木製で、とても温かみがあります。 / 木製のテーブルは、部屋の雰囲気を良くします。,①木制材料（例：木製の家具です。｜这是木制家具。）,社区推荐
木造,もくぞう,名,木造,木造の家 / 木造の建物 / 木造の船,0,词表,是,木造の家は、自然に優しいとされています。 / 彼の家は木造で、夏は涼しいです。,①木材建造（例：木造の家｜这是木造的房子。）②木制品（例：木造の家具｜这是木制的家具。）,社区推荐
餅,もち,名,年糕,餅を食べる / 餅を作る / 餅が好きだ,0,词表,是,お正月には餅を食べる習慣があります。 / 餅は日本の伝統的な食べ物です。,①米制糕点（例：餅を食べる｜我吃年糕。）②年节食品（例：お正月に餅｜过年时吃年糕。）,社区推荐
持ち主,もちぬし,名,持有者；物主,家の持ち主（房屋的主人）,0,词表,是,その持ち主は、犬をとても大切にしています。 / 持ち主がいない自転車は、警察に届けられます。,①所有者（例：持ち主が来た｜主人来了。）②物品的主人（例：持ち主は誰？｜主人是谁？）,社区推荐
問答,もんどう,名·自他サ,问答,問答をする / 問答が続く / 問答を楽しむ,0,词表,是,先生と生徒の間で問答が続きました。 / この問題について、問答をしてみましょう。,①问与答（例：問答が続く｜问答在继续。）②对话形式（例：問答形式で｜以问答形式进行。）,社区推荐
やかん,やかん,名,夜间,やかんで沸かす / やかんが必要だ / やかんを使う,0,词表,是,やかんでお湯を沸かすのが好きです。 / やかんを使って、紅茶を入れました。,①水壶（例：やかんでお湯｜用水壶烧水。）②烧水器具（例：やかんを使う｜我用水壶。）,社区推荐
焼き物,やきもの,名,陶瓷器；烧烤,焼き物を作る / 焼き物が好きだ / 焼き物を買う,0,词表,是,この焼き物は、地元の特産品です。 / 焼き物の展示会に行ってきました。,①陶瓷制品（例：焼き物を買う｜我买陶瓷制品。）②烧制工艺（例：焼き物の技術｜这是烧制工艺。）,社区推荐
役者,やくしゃ,名,演员,役者が演じる / 役者の仕事 / 役者を目指す,0,词表,是,彼は有名な役者で、映画にたくさん出演しています。 / 役者としての経験が豊富です。,①演员（例：役者が演じる｜演员在表演。）②表演者（例：役者の仕事｜演员的工作。）,社区推荐
矢印,やじるし,名,箭头,矢印を指す / 矢印がある / 矢印を見つける,0,词表,是,矢印に従って進んでください。 / 地図には矢印が描かれていて、わかりやすいです。,①箭头标志（例：矢印を見て｜请看箭头。）②指示方向（例：矢印がある｜有箭头指示方向。）,社区推荐
宿,やど,名,房屋,宿に泊まる / 宿を探す / 宿がある,0,词表,是,この宿は、温泉があるので人気です。 / 旅行の計画を立てるために宿を探しています。,①住宿地点（例：宿に泊まる｜我住在旅馆。）②旅馆（例：宿を探す｜我在找旅馆。）,社区推荐
家主,やぬし,名,户主,家主がいる / 家主と話す / 家主に頼む,0,词表,是,家主は、家賃を毎月きちんと受け取ります。 / 家主と話し合って、契約を更新しました。,①房东（例：家主に連絡｜联系房东。）②住宅所有者（例：家主がいる｜房东在这里。）,社区推荐
山火事,やまかじ,名,山火,山火事が発生する / 山火事を消す / 山火事の影響,0,词表,是,山火事が発生したため、避難指示が出ました。 / 昨年の山火事は、広範囲にわたりました。,①森林火灾（例：山火事が発生した｜发生了森林火灾。）,社区推荐
山小屋,やまこや,名,山中小屋,山小屋に泊まる / 山小屋を建てる / 山小屋で過ごす,0,词表,是,山小屋でのキャンプは、とても楽しかったです。 / 友達と山小屋に泊まりに行きました。,①山中的小屋（例：山小屋に泊まる｜我住在山小屋。）,社区推荐
遺言,ゆいごん,名,遗言,遺言を残す / 遺言を読む / 遺言がある,0,词表,是,彼の遺言には、家族への思いが込められていました。 / 遺言を残すことは、大切なことです。,①遗嘱（例：遺言を残す｜我留下了遗嘱。）,社区推荐
遊園地,ゆうえんち,名,游乐场所,遊園地に行く / 遊園地で遊ぶ / 遊園地が楽しい,0,词表,是,遊園地で一日中遊びました。 / 子供たちは遊園地が大好きです。,①游乐园（例：遊園地に行く｜我去游乐园。）,社区推荐
優勝（する）,ゆうしょう（する）,名·自サ,冠军,優勝するチーム / 優勝を目指す / 優勝の瞬間,0,词表,是,彼は大会で優勝することができました。 / 優勝の瞬間は、忘れられない思い出です。,①获得冠军（例：優勝することができた｜我能获得冠军。）,社区推荐
優良,ゆうりょう,名·ナ形,优良,優良な商品 / 優良なサービス / 優良な企業,0,词表,是,この商品は優良で、評判が良いです。 / 優良なサービスを提供する会社です。,①优秀的（例：優良な製品｜这是优秀的产品。）,社区推荐
輸送,ゆそう,名·他サ,运输,輸送を行う / 輸送が必要だ / 輸送の手配,0,词表,是,輸送のコストを削減するために、計画を立てています。 / 輸送業者と契約を結びました。,①运输（例：輸送が始まる｜运输开始了。）,社区推荐
油断,ゆだん,名·自サ,疏忽大意,人の油断に乗ずる（趁别人疏忽大意）,0,词表,是,油断していると、失敗することがあります。 / 彼は油断して、重要な書類を忘れました。,①大意，疏忽（例：油断してはいけない｜不能大意。）,社区推荐
湯飲み,ゆのみ,名,茶碗,湯飲みで飲む / 湯飲みを使う / 湯飲みがある,0,词表,是,湯飲みでお茶を飲むのが好きです。 / この湯飲みは、祖母からもらったものです。,①茶杯（例：湯飲みで飲む｜用茶杯喝。）,社区推荐
溶岩,ようがん,名,熔岩,溶岩が流れる / 溶岩が固まる / 溶岩が噴出する,0,词表,是,火山の噴火で溶岩が流れ出しました。 / 溶岩が冷えて、岩になりました。,①熔岩（例：溶岩が流れる｜熔岩在流动。）,社区推荐
用紙,ようし,名,纸张,用紙を選ぶ / 用紙に印刷する / 用紙が足りない,0,词表,是,用紙を印刷する前に、内容を確認してください。 / この用紙は、特別な用途に使います。,①纸张（例：この用紙に書いてください｜请在这张纸上写。）,社区推荐
羊毛,ようもう,名,羊毛,羊毛で編む / 羊毛が柔らかい / 羊毛を使う,0,词表,是,羊毛のセーターは、暖かくて快適です。 / 羊毛を使った製品は、人気があります。,①羊的毛（例：羊毛のセーター｜这是羊毛的毛衣。）,社区推荐
要領,ようりょう,名,要领,要領を得る / 要領が悪い / 要領を説明する,0,词表,是,要領を得た説明が必要です。 / 彼は要領よく仕事を進めています。,①要点（例：要領を得た説明｜这是要点的说明。）②方法（例：要領を教えてください｜请告诉我方法。）,社区推荐
